symbol,ensembl
HSCB,ENSG00000100209
HSD11B1,ENSG00000117594
HSD11B1-AS1,ENSG00000227591
HSD17B2-AS1,ENSG00000261235
HSD17B3,ENSG00000130948
HSD17B6,ENSG00000025423
HSDL2-AS1,ENSG00000230185
HSF2BP,ENSG00000160207
HSF5,ENSG00000176160
HSP90AB1,ENSG00000096384
HSP90B1,ENSG00000166598
HSPA12A,ENSG00000165868
HSPA1A,ENSG00000234475
HSPA1B,ENSG00000212866
HSPD1,ENSG00000144381
HSPG2,ENSG00000142798
HTR1F,ENSG00000179097
HTR4,ENSG00000164270
HTR7,ENSG00000148680
HTRA2,ENSG00000115317
HVCN1,ENSG00000122986
HYKK,ENSG00000188266
IATPR,ENSG00000233387
ICA1,ENSG00000003147
ICA1L,ENSG00000163596
ICAM3,ENSG00000076662
ICOS,ENSG00000163600
ID2,ENSG00000115738
ID3,ENSG00000117318
IDI2-AS1,ENSG00000232656
IDNK,ENSG00000148057
IDO1,ENSG00000131203
IDO2,ENSG00000188676
IER3,ENSG00000237155
IFFO2,ENSG00000169991
IFI27,ENSG00000275214
IFI27L2,ENSG00000119632
IFI30,ENSG00000216490
IFI44L,ENSG00000137959
IFI6,ENSG00000126709
IFIT1,ENSG00000185745
IFIT2,ENSG00000119922
IFIT3,ENSG00000119917
IFITM1,ENSG00000185885
IFITM2,ENSG00000185201
IFITM3,ENSG00000142089
IFITM3P6,ENSG00000258352
IFNG,ENSG00000111537
IFNG-AS1,ENSG00000255733
IFNLR1,ENSG00000185436
IFT122,ENSG00000163913
IFT172,ENSG00000138002
IFT22,ENSG00000128581
IFT43,ENSG00000119650
IFT52,ENSG00000101052
IFT57,ENSG00000114446
IFT74,ENSG00000096872
IFT80,ENSG00000068885
IFT81,ENSG00000122970
IFT88,ENSG00000032742
IGF1,ENSG00000017427
IGF1R,ENSG00000140443
IGF2,ENSG00000167244
IGF2BP2,ENSG00000073792
IGF2BP3,ENSG00000136231
IGFBP3,ENSG00000146674
IGFBP4,ENSG00000141753
IGFBP6,ENSG00000167779
IGFBP7,ENSG00000163453
IGHA1,ENSG00000282633
IGHA2,ENSG00000276173
IGHD,ENSG00000278801
IGHG1,ENSG00000277633
IGHG2,ENSG00000274497
IGHG3,ENSG00000211897
IGHG4,ENSG00000277016
IGHGP,ENSG00000253755
IGHM,ENSG00000282657
IGHV1-18,ENSG00000211945
IGHV3-15,ENSG00000211943
IGHV3-20,ENSG00000282476
IGHV3-21,ENSG00000211947
IGHV3-23,ENSG00000211949
IGHV3-30,ENSG00000270550
IGHV3-33,ENSG00000282642
IGHV3-48,ENSG00000211964
IGHV3-49,ENSG00000275316
IGHV3-7,ENSG00000211938
IGHV5-51,ENSG00000277574
IGKC,ENSG00000211592
IGKV1-5,ENSG00000243466
IGKV3-20,ENSG00000239951
IGKV4-1,ENSG00000211598
IGLC2,ENSG00000211677
IGLC3,ENSG00000211679
IGLC7,ENSG00000211685
IGLL5,ENSG00000254709
IGLV2-14,ENSG00000211666
IGLV3-21,ENSG00000211662
IGSF10,ENSG00000152580
IGSF11,ENSG00000144847
IGSF6,ENSG00000140749
IGSF9B,ENSG00000080854
IKBIP,ENSG00000166130
IKZF2,ENSG00000030419
IKZF4,ENSG00000123411
IL10,ENSG00000136634
IL12A-AS1,ENSG00000244040
IL12RB2,ENSG00000081985
IL15,ENSG00000164136
IL18R1,ENSG00000115604
IL18RAP,ENSG00000115607
IL19,ENSG00000142224
IL1B,ENSG00000125538
IL1R1,ENSG00000115594
IL1R2,ENSG00000115590
IL1RAPL2,ENSG00000189108
IL1RL1,ENSG00000115602
IL1RN,ENSG00000136689
IL21R,ENSG00000103522
IL23A,ENSG00000110944
IL23R,ENSG00000162594
IL24,ENSG00000162892
IL2RA,ENSG00000134460
IL2RB,ENSG00000100385
IL2RG,ENSG00000147168
IL32,ENSG00000008517
IL34,ENSG00000157368
IL3RA,ENSG00000292332
IL4I1,ENSG00000104951
IL4R,ENSG00000077238
IL5RA,ENSG00000091181
IL6,ENSG00000136244
IL7,ENSG00000104432
IL7R,ENSG00000168685
IL9R,ENSG00000292373
IL9RP3,ENSG00000226942
ILDR1,ENSG00000145103
ILDR2,ENSG00000143195
ILF3-DT,ENSG00000267100
IMMP1L,ENSG00000148950
IMMP2L,ENSG00000184903
IMP3,ENSG00000177971
IMPG2,ENSG00000081148
INAFM1,ENSG00000257704
ING2,ENSG00000168556
ING2-DT,ENSG00000232648
ING4,ENSG00000111653
INHBA,ENSG00000122641
INPP4B,ENSG00000109452
INPP5A,ENSG00000068383
INPP5F,ENSG00000198825
INS,ENSG00000254647
INSC,ENSG00000188487
INSIG1,ENSG00000186480
INSR,ENSG00000171105
INTS6-AS1,ENSG00000236778
INVS,ENSG00000119509
IPCEF1,ENSG00000074706
IQCH,ENSG00000103599
IQCH-AS1,ENSG00000259673
IQCJ-SCHIP1,ENSG00000283154
IQCK,ENSG00000174628
IQSEC3,ENSG00000120645
IRAG1-AS1,ENSG00000177112
IRAG2,ENSG00000118308
IRAK1BP1,ENSG00000146243
IRAK2,ENSG00000134070
IRAK3,ENSG00000090376
IRF4,ENSG00000137265
IRF7,ENSG00000276561
IRF8,ENSG00000140968
IRGM,ENSG00000237693
IRS1,ENSG00000169047
IRS2,ENSG00000185950
ISG15,ENSG00000187608
ISM1,ENSG00000101230
ISYNA1,ENSG00000105655
ITFG2-AS1,ENSG00000258325
ITGA1,ENSG00000213949
ITGA10,ENSG00000143127
ITGA2,ENSG00000164171
ITGA2B,ENSG00000005961
ITGA4,ENSG00000115232
ITGA6,ENSG00000091409
ITGA9,ENSG00000291488
ITGA9-AS1,ENSG00000291496
ITGAD,ENSG00000156886
ITGAE,ENSG00000083457
ITGAM,ENSG00000169896
ITGAX,ENSG00000140678
ITGB1,ENSG00000150093
ITGB1-DT,ENSG00000229656
ITGB2,ENSG00000160255
ITGB3,ENSG00000259207
ITGB3BP,ENSG00000142856
ITGB5,ENSG00000082781
ITGB8,ENSG00000105855
ITK,ENSG00000113263
ITM2A,ENSG00000078596
ITM2C,ENSG00000135916
ITPRIPL1,ENSG00000198885
ITSN1,ENSG00000205726
JADE3,ENSG00000102221
JAK2,ENSG00000096968
JAKMIP1,ENSG00000152969
JAKMIP2,ENSG00000176049
JAKMIP3,ENSG00000188385
JAM2,ENSG00000154721
JAM3,ENSG00000166086
JAML,ENSG00000160593
JAZF1,ENSG00000153814
JAZF1-AS1,ENSG00000234336
JCHAIN,ENSG00000132465
JHY,ENSG00000109944
JMJD8,ENSG00000161999
JRKL,ENSG00000183340
JSRP1,ENSG00000167476
JTB,ENSG00000143543
JUN,ENSG00000177606
JUND,ENSG00000130522
KALRN,ENSG00000160145
KANK1,ENSG00000107104
KANK3,ENSG00000186994
KATNAL1,ENSG00000102781
KATNAL2,ENSG00000167216
KAZN,ENSG00000189337
KBTBD3,ENSG00000182359
KCNAB1,ENSG00000169282
KCNC4,ENSG00000116396
KCNE1,ENSG00000180509
KCNE4,ENSG00000152049
KCNG1,ENSG00000026559
KCNG2,ENSG00000178342
KCNH8,ENSG00000183960
KCNIP4,ENSG00000281758
KCNJ15,ENSG00000157551
KCNK10,ENSG00000100433
KCNK13,ENSG00000152315
KCNMA1,ENSG00000156113
KCNMB2-AS1,ENSG00000237978
KCNMB4,ENSG00000135643
KCNN3,ENSG00000143603
KCNQ1,ENSG00000053918
KCNQ1OT1,ENSG00000269821
KCNQ3,ENSG00000184156
KCNQ5,ENSG00000185760
KCP,ENSG00000135253
KCTD1,ENSG00000134504
KCTD16,ENSG00000183775
KCTD19,ENSG00000168676
KCTD21-AS1,ENSG00000246174
KDM2B,ENSG00000089094
KDM2B-DT,ENSG00000256742
KDM4D,ENSG00000186280
KDSR-DT,ENSG00000267390
KHDC1,ENSG00000135314
KHDC1-AS1,ENSG00000229852
KHDRBS2,ENSG00000112232
KIAA0040,ENSG00000235750
KIAA0319,ENSG00000137261
KIAA0408,ENSG00000189367
KIAA0825,ENSG00000185261
KIAA1217,ENSG00000120549
KIAA1328,ENSG00000150477
KIAA1549,ENSG00000122778
KIAA1671,ENSG00000197077
KIAA1958,ENSG00000165185
KIAA2013,ENSG00000116685
KIF13A,ENSG00000137177
KIF18A,ENSG00000121621
KIF19,ENSG00000196169
KIF21A,ENSG00000139116
KIF26B,ENSG00000281216
KIF27,ENSG00000165115
KIF2A,ENSG00000068796
KIF3A,ENSG00000131437
KIF3C,ENSG00000084731
KIF5C,ENSG00000276734
KIF9,ENSG00000088727
KIF9-AS1,ENSG00000227398
KIFC3,ENSG00000140859
KIR2DL1,ENSG00000273510
KIR2DL3,ENSG00000276218
KIR2DL4,ENSG00000274609
KIR2DS4,ENSG00000276885
KIR3DL1,ENSG00000274948
KIR3DL2,ENSG00000276739
KIT,ENSG00000157404
KITLG,ENSG00000049130
KIZ-AS1,ENSG00000232712
KLC4,ENSG00000137171
KLF1,ENSG00000105610
KLF2-DT,ENSG00000267275
KLF3-AS1,ENSG00000231160
KLF5,ENSG00000102554
KLF8,ENSG00000102349
KLHDC2,ENSG00000165516
KLHDC7B,ENSG00000130487
KLHL13,ENSG00000003096
KLHL14,ENSG00000197705
KLHL23,ENSG00000213160
KLHL25,ENSG00000183655
KLHL29,ENSG00000119771
KLHL2P1,ENSG00000250412
KLHL3,ENSG00000146021
KLHL32,ENSG00000186231
KLHL4,ENSG00000102271
KLKB1,ENSG00000164344
KLRA1P,ENSG00000256667
KLRB1,ENSG00000111796
KLRC1,ENSG00000134545
KLRC2,ENSG00000205809
KLRC3,ENSG00000205810
KLRC4,ENSG00000183542
KLRC4-KLRK1,ENSG00000255819
KLRD1,ENSG00000134539
KLRF1,ENSG00000150045
KLRG1,ENSG00000139187
KLRK1,ENSG00000213809
KLRK1-AS1,ENSG00000245648
KMO,ENSG00000117009
KNL1,ENSG00000137812
KNOP1,ENSG00000103550
KREMEN1,ENSG00000183762
KRT10,ENSG00000186395
KRT10-AS1,ENSG00000167920
KRT14,ENSG00000186847
KRT15,ENSG00000171346
KRT17,ENSG00000128422
KRT5,ENSG00000186081
KRT72,ENSG00000170486
KRT73,ENSG00000186049
KRTAP5-AS1,ENSG00000281801
KRTCAP2,ENSG00000163463
KRTCAP3,ENSG00000157992
KSR2,ENSG00000171435
KTN1-AS1,ENSG00000186615
KYAT1,ENSG00000286112
KYNU,ENSG00000115919
L1TD1,ENSG00000240563
L2HGDH,ENSG00000087299
L3MBTL1,ENSG00000185513
L3MBTL4,ENSG00000154655
LACC1,ENSG00000179630
LACTB2,ENSG00000147592
LACTB2-AS1,ENSG00000246366
LAD1,ENSG00000159166
LAG3,ENSG00000089692
LAGE3,ENSG00000196976
LAMA2,ENSG00000196569
LAMA3,ENSG00000053747
LAMA4,ENSG00000112769
LAMB2P1,ENSG00000270441
LAMC1,ENSG00000135862
LAMC3,ENSG00000050555
LAMP3,ENSG00000078081
LAMP5,ENSG00000125869
LANCL2,ENSG00000132434
LANCL3,ENSG00000147036
LAP3,ENSG00000002549
LAPTM4B,ENSG00000104341
LAPTM5,ENSG00000162511
LARGE1,ENSG00000133424
LARGE2,ENSG00000165905
LAT,ENSG00000213658
LAX1,ENSG00000122188
LAYN,ENSG00000204381
LCA5,ENSG00000135338
LCK,ENSG00000182866
LCLAT1,ENSG00000172954
LCMT1-AS1,ENSG00000260448
LDB2,ENSG00000169744
LDB3,ENSG00000122367
LDHC,ENSG00000166796
LDLRAD3,ENSG00000179241
LDLRAD4,ENSG00000168675
LDOC1,ENSG00000182195
LEF1,ENSG00000138795
LEF1-AS1,ENSG00000232021
LEKR1,ENSG00000197980
LEPROTL1,ENSG00000104660
LETM2,ENSG00000165046
LGALS3,ENSG00000131981
LGALS4,ENSG00000282992
LGALSL-DT,ENSG00000223935
LGI4,ENSG00000153902
LGMN,ENSG00000100600
LGR4,ENSG00000205213
LGR6,ENSG00000133067
LHFPL1,ENSG00000182508
LHFPL2,ENSG00000145685
LHFPL6,ENSG00000183722
LIF,ENSG00000128342
LIFR,ENSG00000113594
LILRA4,ENSG00000239961
LILRB1,ENSG00000276452
LILRB2,ENSG00000277751
LILRB3,ENSG00000277816
LILRB4,ENSG00000278555
LIM2-AS1,ENSG00000268889
LIMA1,ENSG00000050405
LIMCH1,ENSG00000064042
LIMD2,ENSG00000136490
LIME1,ENSG00000203896
LIMK1,ENSG00000106683
LIMK2,ENSG00000182541
LIMS1,ENSG00000169756
LIN52,ENSG00000205659
LIN7A,ENSG00000111052
LIN7B,ENSG00000104863
LIN9,ENSG00000183814
LINC00158,ENSG00000185433
LINC00159,ENSG00000230323
LINC00200,ENSG00000229205
LINC00243,ENSG00000237890
LINC00265,ENSG00000188185
LINC00278,ENSG00000231535
LINC00299,ENSG00000236790
LINC00310,ENSG00000227456
LINC00324,ENSG00000178977
LINC00334,ENSG00000182586
LINC00373,ENSG00000231019
LINC00393,ENSG00000224853
LINC00402,ENSG00000235532
LINC00426,ENSG00000238121
LINC00467,ENSG00000153363
LINC00469,ENSG00000177338
LINC00470,ENSG00000132204
LINC00486,ENSG00000230876
LINC00487,ENSG00000205837
LINC00494,ENSG00000235621
LINC00504,ENSG00000248360
LINC00511,ENSG00000227036
LINC00534,ENSG00000253394
LINC00539,ENSG00000224429
LINC00540,ENSG00000276476
LINC00544,ENSG00000122043
LINC00571,ENSG00000223685
LINC00595,ENSG00000230417
LINC00598,ENSG00000215483
LINC00607,ENSG00000235770
LINC00624,ENSG00000278811
LINC00630,ENSG00000223546
LINC00640,ENSG00000258479
LINC00649,ENSG00000237945
LINC00662,ENSG00000261824
LINC00665,ENSG00000232677
LINC00685,ENSG00000280741
LINC00824,ENSG00000254275
LINC00861,ENSG00000245164
LINC00862,ENSG00000203721
LINC00877,ENSG00000241163
LINC00880,ENSG00000243629
LINC00882,ENSG00000242759
LINC00886,ENSG00000243926
LINC00907,ENSG00000267586
LINC00910,ENSG00000188825
LINC00923,ENSG00000251209
LINC00926,ENSG00000247982
LINC00937,ENSG00000226091
LINC00951,ENSG00000226070
LINC00954,ENSG00000228784
LINC00987,ENSG00000237248
LINC00996,ENSG00000242258
LINC01010,ENSG00000236700
LINC01013,ENSG00000228495
LINC01030,ENSG00000253799
LINC01031,ENSG00000232077
LINC01033,ENSG00000293676
LINC01036,ENSG00000230426
LINC01088,ENSG00000249307
LINC01090,ENSG00000231689
LINC01091,ENSG00000249464
LINC01118,ENSG00000222005
LINC01163,ENSG00000280953
LINC01169,ENSG00000259471
LINC01182,ENSG00000250634
LINC01194,ENSG00000248131
LINC01205,ENSG00000228980
LINC01208,ENSG00000223715
LINC01215,ENSG00000271856
LINC01226,ENSG00000284543
LINC01237,ENSG00000280686
LINC01242,ENSG00000280683
LINC01250,ENSG00000234423
LINC01252,ENSG00000247157
LINC01258,ENSG00000249534
LINC01259,ENSG00000249667
LINC01266,ENSG00000224957
LINC01277,ENSG00000229017
LINC01278,ENSG00000235437
LINC01281,ENSG00000235304
LINC01284,ENSG00000230317
LINC01301,ENSG00000251396
LINC01340,ENSG00000250331
LINC01341,ENSG00000227953
LINC01362,ENSG00000230817
LINC01376,ENSG00000236204
LINC01389,ENSG00000225762
LINC01393,ENSG00000225535
LINC01409,ENSG00000237491
LINC01435,ENSG00000229981
LINC01446,ENSG00000205628
LINC01473,ENSG00000237877
LINC01478,ENSG00000267337
LINC01483,ENSG00000227517
LINC01500,ENSG00000258583
LINC01504,ENSG00000225434
LINC01505,ENSG00000234323
LINC01515,ENSG00000228065
LINC01521,ENSG00000213888
LINC01524,ENSG00000234948
LINC01550,ENSG00000246223
LINC01572,ENSG00000261008
LINC01579,ENSG00000258754
LINC01588,ENSG00000214900
LINC01618,ENSG00000293644
LINC01619,ENSG00000257242
LINC01644,ENSG00000218357
LINC01684,ENSG00000237484
LINC01695,ENSG00000236532
LINC01725,ENSG00000233008
LINC01727,ENSG00000279082
LINC01730,ENSG00000275491
LINC01752,ENSG00000224961
LINC01754,ENSG00000224565
LINC01762,ENSG00000233154
LINC01781,ENSG00000234184
LINC01801,ENSG00000267767
LINC01811,ENSG00000226320
LINC01816,ENSG00000231327
LINC01819,ENSG00000231826
LINC01825,ENSG00000223466
LINC01829,ENSG00000236780
LINC01841,ENSG00000266913
LINC01857,ENSG00000224137
LINC01871,ENSG00000235576
LINC01876,ENSG00000226383
LINC01882,ENSG00000260302
LINC01891,ENSG00000231682
LINC01926,ENSG00000267593
LINC01933,ENSG00000254226
LINC01934,ENSG00000234663
LINC01943,ENSG00000280721
LINC01948,ENSG00000248727
LINC01980,ENSG00000225548
LINC01993,ENSG00000204277
LINC02006,ENSG00000238755
LINC02008,ENSG00000239440
LINC02018,ENSG00000288312
LINC02021,ENSG00000249846
LINC02055,ENSG00000254101
LINC02073,ENSG00000267452
LINC02084,ENSG00000272282
LINC02086,ENSG00000244649
LINC02088,ENSG00000227685
LINC02102,ENSG00000248677
LINC02109,ENSG00000274882
LINC02133,ENSG00000261231
LINC02150,ENSG00000248150
LINC02156,ENSG00000257906
LINC02161,ENSG00000250437
LINC02175,ENSG00000262155
LINC02201,ENSG00000251538
LINC02208,ENSG00000250891
LINC02211,ENSG00000245662
LINC02223,ENSG00000249937
LINC02226,ENSG00000245729
LINC02228,ENSG00000251273
LINC02235,ENSG00000254689
LINC02240,ENSG00000260192
LINC02245,ENSG00000237638
LINC02273,ENSG00000245954
LINC02284,ENSG00000259719
LINC02288,ENSG00000246548
LINC02295,ENSG00000258511
LINC02315,ENSG00000251363
LINC02320,ENSG00000258404
LINC02325,ENSG00000246084
LINC02341,ENSG00000283554
LINC02345,ENSG00000259225
LINC02362,ENSG00000249096
LINC02384,ENSG00000251301
LINC02391,ENSG00000277851
LINC02397,ENSG00000205056
LINC02416,ENSG00000257924
LINC02422,ENSG00000255760
LINC02427,ENSG00000271538
LINC02432,ENSG00000248810
LINC02446,ENSG00000256039
LINC02458,ENSG00000246363
LINC02481,ENSG00000246526
LINC02482,ENSG00000251580
LINC02506,ENSG00000251129
LINC02520,ENSG00000204110
LINC02539,ENSG00000234956
LINC02542,ENSG00000226453
LINC02550,ENSG00000271584
LINC02576,ENSG00000232613
LINC02603,ENSG00000230262
LINC02608,ENSG00000226251
LINC02614,ENSG00000241288
LINC02615,ENSG00000251432
LINC02641,ENSG00000230131
LINC02649,ENSG00000215244
LINC02652,ENSG00000237128
LINC02666,ENSG00000283141
LINC02680,ENSG00000285737
LINC02693,ENSG00000212719
LINC02694,ENSG00000175779
LINC02718,ENSG00000255418
LINC02725,ENSG00000273415
LINC02731,ENSG00000204241
LINC02762,ENSG00000250303
LINC02763,ENSG00000254968
LINC02795,ENSG00000285210
LINC02798,ENSG00000227082
LINC02842,ENSG00000254119
LINC02848,ENSG00000226581
LINC02863,ENSG00000238160
LINC02877,ENSG00000237787
LINC02882,ENSG00000251138
LINC02889,ENSG00000236039
LINC02899,ENSG00000248874
LINC02917,ENSG00000239941
LINC02935,ENSG00000225292
LINC02940,ENSG00000235888
LINC02945,ENSG00000249815
LINC02955,ENSG00000256995
LINC02958,ENSG00000265752
LINC02963,ENSG00000255652
LINC02964,ENSG00000286122
LINC02968,ENSG00000223511
LINC02987,ENSG00000267575
LINC02997,ENSG00000249364
LINC03021,ENSG00000277526
LINGO2,ENSG00000174482
LINGO3,ENSG00000220008
LIPA,ENSG00000107798
LIPC,ENSG00000166035
LIPE,ENSG00000079435
LIPE-AS1,ENSG00000213904
LITAF,ENSG00000189067
LIX1-AS1,ENSG00000251513
LLGL2,ENSG00000073350
LMLN,ENSG00000185621
LMNA,ENSG00000160789
LMO2,ENSG00000135363
LMO7,ENSG00000136153
LMO7-AS1,ENSG00000261105
LMTK3,ENSG00000142235
LNCRNA-IUR,ENSG00000245552
LNP1,ENSG00000206535
LONRF3,ENSG00000175556
LOXL1-AS1,ENSG00000261801
LPAL2,ENSG00000290613
LPAR1,ENSG00000198121
LPAR3,ENSG00000171517
LPAR5,ENSG00000184574
LPCAT2,ENSG00000087253
LPCAT4,ENSG00000176454
LPL,ENSG00000175445
LRFN2,ENSG00000156564
LRFN5,ENSG00000165379
LRGUK,ENSG00000155530
LRIG1,ENSG00000144749
LRIG2-DT,ENSG00000238198
LRMDA,ENSG00000148655
LRP1,ENSG00000123384
LRP11,ENSG00000120256
LRP2,ENSG00000081479
LRP6,ENSG00000070018
LRRC1,ENSG00000137269
LRRC17,ENSG00000128606
LRRC2,ENSG00000163827
LRRC32,ENSG00000137507
LRRC39,ENSG00000122477
LRRC3C,ENSG00000204913
LRRC43,ENSG00000158113
LRRC4C,ENSG00000148948
LRRC63,ENSG00000173988
LRRC66,ENSG00000188993
LRRC7,ENSG00000033122
LRRC75A,ENSG00000181350
LRRC8C-DT,ENSG00000231999
LRRC8D,ENSG00000171492
LRRIQ3,ENSG00000162620
LRRK1,ENSG00000154237
LRRK2,ENSG00000188906
LRRN1,ENSG00000175928
LRRN3,ENSG00000173114
LSAMP,ENSG00000185565
LSM2,ENSG00000231502
LSR,ENSG00000105699
LST1,ENSG00000230791
LTA,ENSG00000230279
LTB,ENSG00000227507
LTB4R,ENSG00000213903
LTBP1,ENSG00000049323
LTBP2,ENSG00000119681
LTBP3,ENSG00000168056
LTBP4,ENSG00000090006
LTC4S,ENSG00000213316
LTK,ENSG00000062524
LUCAT1,ENSG00000248323
LUM,ENSG00000139329
LUZP1,ENSG00000169641
LY6E-DT,ENSG00000247317
LY75,ENSG00000054219
LY86,ENSG00000112799
LY86-AS1,ENSG00000216863
LY9,ENSG00000122224
LY96,ENSG00000154589
LYAR,ENSG00000145220
LYN,ENSG00000254087
LYPD6B,ENSG00000150556
LYPLAL1-DT,ENSG00000228063
LYRM1,ENSG00000102897
LYRM4,ENSG00000214113
LYRM7,ENSG00000186687
LYST,ENSG00000143669
LYVE1,ENSG00000133800
LYZ,ENSG00000090382
LZTFL1,ENSG00000163818
LZTS1,ENSG00000061337
MACC1,ENSG00000183742
MACROD1,ENSG00000133315
MACROD2,ENSG00000172264
MACROH2A1,ENSG00000113648
MACROH2A2,ENSG00000099284
MAD2L1-DT,ENSG00000250938
MAF,ENSG00000178573
MAFB,ENSG00000204103
MAGED1,ENSG00000179222
MAGEF1,ENSG00000177383
MAGI1,ENSG00000151276
MAGI2,ENSG00000187391
MAGI3,ENSG00000081026
MAILR,ENSG00000253320
MAL,ENSG00000172005
MALRD1,ENSG00000204740
MALT1,ENSG00000172175
MAMDC2-AS1,ENSG00000204706
MAML2,ENSG00000184384
MAML3,ENSG00000196782
MAMLD1,ENSG00000013619
MAN1A1,ENSG00000111885
MAN1B1-DT,ENSG00000268996
MAN1C1,ENSG00000117643
MAOA,ENSG00000189221
MAP1A,ENSG00000166963
MAP2,ENSG00000078018
MAP2K4P1,ENSG00000269904
MAP2K6,ENSG00000108984
MAP3K13,ENSG00000073803
MAP3K14,ENSG00000006062
MAP3K21,ENSG00000143674
MAP3K7CL,ENSG00000156265
MAP3K8,ENSG00000107968
MAP3K9,ENSG00000006432
MAP4K2,ENSG00000168067
MAP4K3-DT,ENSG00000231312
MAP7,ENSG00000135525
MAP7D2,ENSG00000184368
MAP7D3,ENSG00000129680
MAP9,ENSG00000164114
MAPK10,ENSG00000109339
MAPK13,ENSG00000156711
MAPK8,ENSG00000107643
MAPKAPK2,ENSG00000162889
MAPRE3,ENSG00000084764
MAPT,ENSG00000276155
MARCHF1,ENSG00000145416
MARCHF3,ENSG00000173926
MARCHF8,ENSG00000278545
MARCHF9,ENSG00000139266
MARCKS,ENSG00000277443
MARCKSL1,ENSG00000175130
MARCO,ENSG00000019169
MAST3-AS1,ENSG00000269145
MAST4,ENSG00000069020
MATCAP2,ENSG00000164542
MATK,ENSG00000007264
MATN1-AS1,ENSG00000186056
MB21D2,ENSG00000180611
MBNL3,ENSG00000076770
MBOAT1,ENSG00000172197
MBOAT2,ENSG00000143797
MCC,ENSG00000171444
MCEE,ENSG00000124370
MCF2,ENSG00000101977
MCF2L,ENSG00000126217
MCF2L2,ENSG00000053524
MCM3AP-AS1,ENSG00000215424
MCOLN2,ENSG00000153898
MCPH1-AS1,ENSG00000285400
MCTP1,ENSG00000175471
MCTP2,ENSG00000140563
MCU,ENSG00000156026
MDGA1,ENSG00000112139
MDK,ENSG00000110492
MDS2,ENSG00000197880
ME1,ENSG00000065833
ME3,ENSG00000151376
MEAK7,ENSG00000140950
MECOM,ENSG00000085276
MECR,ENSG00000116353
MED12L,ENSG00000144893
MED9,ENSG00000141026
MEF2C,ENSG00000081189
MEF2C-AS1,ENSG00000248309
MEGF6,ENSG00000162591
MEGF9,ENSG00000106780
MEIKIN,ENSG00000239642
MEIS1,ENSG00000143995
MELTF,ENSG00000163975
MEOX1,ENSG00000005102
MERTK,ENSG00000153208
MET,ENSG00000105976
METAP1D,ENSG00000292097
METRNL,ENSG00000176845
METTL18,ENSG00000171806
METTL21A,ENSG00000144401
METTL23,ENSG00000181038
METTL24,ENSG00000053328
METTL25,ENSG00000127720
METTL26,ENSG00000130731
METTL6,ENSG00000206562
MFAP2,ENSG00000117122
MFAP3L,ENSG00000198948
MFAP4,ENSG00000166482
MFF-DT,ENSG00000236432
MFGE8,ENSG00000140545
MFHAS1,ENSG00000285022
MFSD1,ENSG00000118855
MGAM,ENSG00000282607
MGAT3,ENSG00000128268
MGAT4C,ENSG00000182050
MGAT5,ENSG00000152127
MGAT5B,ENSG00000167889
MGLL,ENSG00000074416
MGMT,ENSG00000170430
MGST1,ENSG00000008394
MGST3,ENSG00000143198
MHENCR,ENSG00000232442
MIAT,ENSG00000225783
MICAL2,ENSG00000133816
MICAL3,ENSG00000243156
MICOS13,ENSG00000174917
MICU3,ENSG00000155970
MID1,ENSG00000101871
MID2,ENSG00000080561
MIDEAS-AS1,ENSG00000259065
MIF,ENSG00000276701
MINDY4,ENSG00000106125
MIPEP,ENSG00000027001
MIPOL1,ENSG00000151338
MIR100HG,ENSG00000255248
MIR155HG,ENSG00000234883
MIR181A1HG,ENSG00000229989
MIR181A2HG,ENSG00000224020
MIR2052HG,ENSG00000254349
MIR222HG,ENSG00000270069
MIR223HG,ENSG00000274536
MIR3142HG,ENSG00000253522
MIR31HG,ENSG00000171889
MIR325HG,ENSG00000280870
MIR3659HG,ENSG00000224592
MIR3667HG,ENSG00000188511
MIR3681HG,ENSG00000224184
MIR3936HG,ENSG00000233006
MIR3945HG,ENSG00000251230
MIR4300HG,ENSG00000245832
MIR4422HG,ENSG00000231090
MIR4432HG,ENSG00000228590
MIR4435-2HG,ENSG00000172965
MIR646HG,ENSG00000228340
MIR762HG,ENSG00000260083
MIR9-1HG,ENSG00000125462
MIR924HG,ENSG00000267374
MIR99AHG,ENSG00000215386
MITF,ENSG00000187098
MKI67,ENSG00000148773
MKNK2,ENSG00000099875
MKRN3,ENSG00000179455
MLANA,ENSG00000120215
MLIP,ENSG00000146147
MLLT11,ENSG00000213190
MLLT3,ENSG00000171843
MMADHC-DT,ENSG00000231969
MME,ENSG00000196549
MMP14,ENSG00000157227
MMP17,ENSG00000198598
MMP19,ENSG00000123342
MMP25,ENSG00000008516
MMP28,ENSG00000278843
MMP9,ENSG00000100985
MMRN1,ENSG00000138722
MMS22L,ENSG00000146263
MN1,ENSG00000169184
MNDA,ENSG00000163563
MOB3B,ENSG00000120162
MOCS2-DT,ENSG00000247796
MOK,ENSG00000080823
MORC2-AS1,ENSG00000235989
MORC4,ENSG00000133131
MORN2,ENSG00000188010
MORN3,ENSG00000139714
MORN4,ENSG00000171160
MOSPD3,ENSG00000106330
MOXD1,ENSG00000079931
MPEG1,ENSG00000197629
MPO,ENSG00000005381
MPP1,ENSG00000130830
MPP2,ENSG00000108852
MPP7,ENSG00000150054
MPPED2,ENSG00000066382
MPZ,ENSG00000158887
MPZL1,ENSG00000197965
MPZL3,ENSG00000160588
